3.536941346,-3.534125906
2.829553077,-2.827300724
2.122164808,-2.120475543
0.707388269,-0.706825181
-0.707388269,0.706825181
-1.414776538,1.413650362
-2.829553077,2.827300724
-4.244329615,4.240951087
-5.659106153,5.654601449
-7.073882692,7.068251811
-7.341032585,7.292235986
-7.643018315,7.466427245
-7.970664197,7.585532877
-8.314014879,7.645933915
-8.662637822,7.645795107
-9.005940296,7.585120668
-9.333491228,7.465754161
-9.635338148,7.291322477
-9.902309592,7.067125635
-12.02278514,4.944960827
-12.37619773,4.591266693
-12.72961032,4.237572558
-13.08302291,3.883878424
-14.14326068,2.82279602
-14.49667327,2.469101885
-14.85008586,2.115407751
-15.55691104,1.408019482
-16.26373622,0.700631212
-16.9705614,-0.006757057
-17.67738658,-0.714145326
-19.09103695,-2.128921864
-20.50468731,-3.543698403
